,tweetID,tweetText,tweetRetweetCt,tweetFavoriteCt,tweetSource,tweetCreated,userID,userScreen,userName,userCreateDt,userDesc,userFollowerCt,userFriendsCt,userLocation,userTimezone
78,1001540070149623809,"RT @notaxation: @ChrisRGun PUBG should peep Apple Computer, Inc. v. Microsoft Corporation from 1988, and then not waste its time.",7,0,Twitter Web Client,2018-05-29 19:05:35,2990142659,WOOOOOLPH,Austin,2015-01-21 16:16:55,| Extreme Nerd | Aspiring Programmer/Web Dev | College Student (That Means I'm Broke) | Music Curator | Professional Meme Savant | Christian |,110,102,"Mississippi, USA",
79,1001539678439288832,"@ChrisRGun PUBG should peep Apple Computer, Inc. v. Microsoft Corporation from 1988, and then not waste its time.",7,239,Twitter Web Client,2018-05-29 19:04:01,88001676,notaxation,Colin Moriarty,2009-11-06 18:30:16,"Creator of Colin's Last Stand (Side Quest, Fireside Chats, KnockBack). I love history, politics, music, food, games, NYJets, NYIsles. Proud Northeastern U Alum.",168713,266,"Santa Monica, CA (via LI, NY)",
80,1001521056614625280,"Top story: Is It Too Late To Buy Microsoft? - Microsoft Corporation (NASDAQ:MSF… https://t.co/WggBHRt0Zh, see more https://t.co/n0N9i96D3w",0,0,The Tweeted Times,2018-05-29 17:50:01,59116417,twt05,Twt Tester 05,2009-07-22 12:50:00,The Tweeted Times Tester Account 05 asldkfjalsdkjrwlekmf,69,68,Moscow-Zurich-San Francisco,
81,1001502970666803201,Windows 10 Tip: Capture your thoughts easily with Dictation  https://t.co/QI307Gu32j,0,0,Zonebourse Communauté,2018-05-29 16:38:09,102325185,ForTraders,4-traders.com,2010-01-06 09:33:43,"Find all financials news in real time. Equities, Indexes, Commodities, Currencies, Analysis, Top & Flop @4tradersleaders",8901,82,,
82,1001476396902838272,Microsoft Corporation (MSFT) added to 149 new portfolios https://t.co/Nm8LA6fRAj via @Post Analyst,0,0,Twitter Web Client,2018-05-29 14:52:34,742495257808375808,WizardWatz,Mariah Watson,2016-06-13 23:13:59,,189,573,"Seattle, WA",
83,1001463808018264065,$MSFT The tech giant has introduced a number of new features aimed at bolstering user engagement with the platform. https://t.co/YBOsmsrQYz,0,0,StockNews.com News Feed,2018-05-29 14:02:32,3331555937,stocknewsdotcom,StockNews.com,2015-06-17 17:45:17,https://t.co/SNQmos1a5I Building the world's best stock research database,902,32,NJ / CA,
84,1001457513076875265,"Global Unified Communication Market Business Strategies: Microsoft Corporation, Hewlett-Packard Company… https://t.co/sYjFsl9EY5",0,0,WordPress.com,2018-05-29 13:37:31,824727355331670021,thetopexaminer,Top Examiner,2017-01-26 21:14:59,"https://t.co/doOpPkBGWM is an independent news and information portal that publishes objective information with no ratings, prejudices or labels.",24,0,,
85,1001454387829596160,4 Reasons Microsoft Could Crush The Market Over The Next Decade - Microsoft Corporation (NASDAQ:MSFT) | Seeking Alp… https://t.co/Btlh6vjGtd,1,1,Hootsuite,2018-05-29 13:25:06,75836430,pavliks_com,pavliks.com,2009-09-20 17:47:31,"A full Service IT company specializing in IT Support, custom built Microsoft Dynamics CRM / 365 / GP solutions and Advanced Website Development.",304,253,"Ontario, Canada",
86,1001448196667793410,Microsoft : AI for Earth tool processes nearly 200M images into a national land cover map — in about 10 minutes… https://t.co/k6GVzyxkT0,0,0,Commun.it Intelligence,2018-05-29 13:00:30,482713814,KaeSupasopon,Kae  Supasopon,2012-02-04 07:02:35,Thailand Innovative Teachers Leadership Awards 2017,197,655,Chumphon,
87,1001439834915901440,"Global Power Banks Market Business Strategies: Maxell Asia, Sony Corporation, Microsoft Corporation… https://t.co/t5fMVYIqhi",0,0,WordPress.com,2018-05-29 12:27:17,930288304666263553,heraldoftechno,heraldoftechnology.com,2017-11-14 04:16:30,"Herald Of Technology brings to you breaking news by gathering, analyzing and presenting only the important news without wasting your precious internet time",6,89,,
88,1001436251998838784,"I'm at @Microsoft Corporation (LC2) in Irving, TX https://t.co/zl8xviCFGp",0,0,Foursquare,2018-05-29 12:13:02,117615437,eljoe29,Jonathan Jenkins,2010-02-26 02:35:00,"Exchange online,Ing en Redes, computer freak, beach lover, fanatico del Futbol",131,128,"ÜT: 42.298311,-83.424408",
89,1001432561997017088,"Private Cloud Market Growth Analysis and Future Trends Development by Key Manufacturers – IBM Corporation, Microsof… https://t.co/ssDwGz6BDL",0,0,WordPress.com,2018-05-29 11:58:23,358680821,rednewswire_in,Red Newswire,2011-08-20 09:36:43,News & Media publishing platform,835,1813,Bangalore,
90,1001427251638960128,"Global Smart Cities Market Pin-Point Analysis to 2026: Microsoft Corporation, Cisco systems, IBM ...… https://t.co/qqAjhFSwsq",0,0,IFTTT,2018-05-29 11:37:17,3226565029,UrbanVN,UrbanVN,2015-05-25 19:57:06,,147,49,"Vancouver, British Columbia",
91,1001391636683853824,"EOD Risers: Johnson &amp; Johnson, McDonald's Corporation, Microsoft Corporation - https://t.co/k74Z0Ry2Dy - #NASDAQMSFT #NYSEJNJ #NYSEMCD",0,0,DTalk Interviews Broker Ratings,2018-05-29 09:15:45,3300448575,Broker_Ratings,Broker Ratings,2015-05-27 14:55:01,For the latest UK & US broker ratings visit http://t.co/iWzUpcUgPi,245,42,,
92,1001367046549114880,"@allinison @annie_parker This ""Office Lens by Microsoft Corporation""
https://t.co/KEM62c7C8D",0,1,Twitter for iPhone,2018-05-29 07:38:03,14591425,panjkov,Dragan Panjkov 💻💡🛠📎🎿,2008-04-29 21:41:53,"Nothing endures but change. * Dipl Ing | MCSD | MVP | #ski * Consultant at K2NE * SharePoint | Office | K2 | Graph * Opinions my own, RTs are not endorsements.",1412,2453,"STA-SJJ, BA/BIN, DE; Europe",
93,1001366769225777152,Best app for #android : Microsoft Outlook https://t.co/N1VVYQaV2r https://t.co/ogclE7MCqH,1,0,dlvr.it,2018-05-29 07:36:56,97819464,manatweets,Android Facts,2009-12-19 04:29:52,Android Developer |#Android Trainer. Follow the last news about #Android | Amateur musician. Improve Concentration With #RockMusic https://t.co/NuNODsSHPh,10911,10558,World,
94,1001320710621446145,What's in Microsoft Corporation (MSFT) After Making Record High? - Frisco Fastball https://t.co/8JWAYlLCuH https://t.co/xCLPQKnRau,0,0,dlvr.it,2018-05-29 04:33:55,834456646550245383,PatelJadia,Jadia patel,2017-02-22 17:35:42,(415) 506-7388,29,43,"Illinois, USA",
95,1001306454555443201,"hey, windows? microsoft corporation in general? fuck off and die for forcibly updating me to a buggy system that jo… https://t.co/c44f6SZuB0",0,0,Twitter Web Client,2018-05-29 03:37:16,4854238707,eristastic,oneiromancer♠,2016-01-27 17:51:14,Eris ☆ eng/franç/日本語 OK! ☆ sometimes nsfw ☆ i delete a lot of tweets ☆ Technically a 'writer' but mostly just bitter ☆ icon by @_meccchi,56,37,,
96,1001287536201826308,AI Tools Help the Blind Tackle Everyday Tasks  https://t.co/HTj0GeKWaB,0,0,Zonebourse Communauté,2018-05-29 02:22:06,102325185,ForTraders,4-traders.com,2010-01-06 09:33:43,"Find all financials news in real time. Equities, Indexes, Commodities, Currencies, Analysis, Top & Flop @4tradersleaders",8901,82,,
97,1001272074600579073,"Principal Software Engineer - Microsoft Corporation - Reston, VA w/ security clearance - https://t.co/Fd5yANB4Xm",0,0,Zapier.com,2018-05-29 01:20:39,85880640,ClearanceJobsVA,ClearanceJobs.com VA,2009-10-28 18:39:19,"http://t.co/j5DFziKfbq, the largest security-cleared career network, specializes in defense jobs for professionals with security clearances.",1140,23,Virginia,
98,1001272073333899264,"Senior Program Manager - Microsoft Corporation - Reston, VA w/ security clearance - https://t.co/N4mFxUfTN4",0,0,Zapier.com,2018-05-29 01:20:39,85880640,ClearanceJobsVA,ClearanceJobs.com VA,2009-10-28 18:39:19,"http://t.co/j5DFziKfbq, the largest security-cleared career network, specializes in defense jobs for professionals with security clearances.",1140,23,Virginia,
